Species1,Species,Genus,DrySeedStdValue,HeightStdValue,NitrogenStdValue,PhosphorusStdValue,StemStdValue
Senecio bupleuroides,Senecio bupleuroides,Senecio,0.929317942,0.462419651,30.915095,2.935520475,0.003
Senecio coronatus,Senecio coronatus,Senecio,0.929317942,0.462419651,30.915095,2.935520475,0.003
Senecio retrorsus,Senecio retrorsus,Senecio,0.929317942,0.462419651,30.915095,2.935520475,0.003
Senecio rhomboideus,Senecio rhomboideus,Senecio,0.929317942,0.462419651,30.915095,2.935520475,0.003
Senecio actinella,Senecio actinella,Senecio,0.948,0.04025,19.4,2.0275,0.003
Senna aphylla,Senna aphylla,Senna,23.52106928,5.012868889,20.6,1.114014134,0.077390629
Senna italica,Senna italica,Senna,24.8,5.012868889,17.2,1.114014134,0.077390629
Senna obtusifolia,Senna obtusifolia,Senna,26.43,5.012868889,23.90021009,1.114014134,0.077390629
Serenoa repens,Serenoa repens,Serenoa,392.0083001,1.654745946,NA,NA,NA
Sericocarpus tortifolius,Sericocarpus tortifolius,Sericocarpus,1.093846154,0.6096,NA,NA,NA
Sericorema,Sericorema,Sericorema,NA,0.5675,NA,NA,NA
Setaria sphacelata,Setaria sphacelata,Setaria,0.752857143,0.656333333,11.93880952,1.829063986,NA
Setaria barbata,Setaria barbata,Setaria,1.14,0.576698194,18.25296513,1.829063986,NA
Setaria parviflora,Setaria parviflora,Setaria,1.3104,0.316785714,18.25296513,1.829063986,NA
Setaria pumila,Setaria pumila,Setaria,1.697874396,0.604054545,25.09,1.829063986,NA
Setaria incrassata,Setaria incrassata,Setaria,1.75,0.576698194,18.25296513,1.829063986,NA
Setaria nigrirostris,Setaria nigrirostris,Setaria,1.948156859,0.576698194,12.8,1.829063986,NA
Setaria corrugata,Setaria corrugata,Setaria,1.948156859,0.576698194,18.25296513,1.829063986,NA
Seymeria cassioides,Seymeria cassioides,Seymeria,NA,1.2192,NA,NA,NA
Sida urens,Sida urens,Sida,1.31,0.6,23.964,3.46,NA
Sida spinosa,Sida spinosa,Sida,2.723125,0.645800694,26.61,3.46,NA
Sida cordifolia,Sida cordifolia,Sida,3.168571429,0.75,23.964,3.46,NA
Sida dregei,Sida dregei,Sida,4.78,1,23.964,3.46,NA
Sideroxylon lanuginosum,Sideroxylon lanuginosum,Sideroxylon,79.57724351,5.505411765,21.70466201,0.872193736,0.132666667
Silene antirrhina,Silene antirrhina,Silene,0.103943354,0.290046286,22.69,2.470833333,0.002828571
Silene laciniata,Silene laciniata,Silene,0.433,0.290046286,30.15573757,2.470833333,0.002828571
Silphium asteriscus,Silphium asteriscus,Silphium,18.83417517,0.932373964,15.95368421,2.1,NA
Siphonochilus aethiopicus,Siphonochilus aethiopicus,Siphonochilus,NA,0.4,NA,NA,NA
Sisyrinchium campestre,Sisyrinchium campestre,Sisyrinchium,0.77771358,0.215,14.385,NA,NA
Sisyrinchium xerophyllum,Sisyrinchium xerophyllum,Sisyrinchium,1.153343743,0.244356744,15.13111111,NA,NA
Smallanthus uvedalia,Smallanthus uvedalia,Smallanthus,10.1,0.2,NA,NA,NA
Smilax pumila,Smilax pumila,Smilax,12.4,1.105054645,15.79795893,1.7996989,0.00124
Smilax tamnoides,Smilax tamnoides,Smilax,23.69,1.105054645,15.79795893,1.7996989,0.00124
Smilax glauca,Smilax glauca,Smilax,49.56807987,0.3048,15.79795893,1.7996989,0.001045455
Smilax,Smilax,Smilax,49.56807987,0.478,13.73888889,0.518333333,0.00124
Smilax laurifolia,Smilax laurifolia,Smilax,49.56807987,0.3048,15.79795893,1.7996989,0.00124
Smilax smallii,Smilax smallii,Smilax,49.56807987,1.105054645,15.79795893,1.7996989,0.00124
Smilax auriculata,Smilax auriculata,Smilax,49.56807987,1.105054645,15.79795893,1.7996989,0.00124
Smilax rotundifolia,Smilax rotundifolia,Smilax,49.57142857,0.3048,15.79795893,1.7996989,0.001775
Smilax bona-nox,Smilax bona-nox,Smilax,55.64,1.2192,15.79795893,1.7996989,0.00124
Solanum ptychanthum,Solanum ptychanthum,Solanum,0.27,2.086122152,20.2,2.501850466,0.053790467
Solanum carolinense,Solanum carolinense,Solanum,2.44,2.086122152,23.41,2.501850466,0.053790467
Solanum rostratum,Solanum rostratum,Solanum,3.256307692,0.7,41.54,2.501850466,0.053790467
Solanum panduriforme,Solanum panduriforme,Solanum,4.392418552,2.086122152,36.52629813,2.501850466,0.053790467
Solidago nemoralis,Solidago nemoralis,Solidago,0.143913751,0.62312,19.58394643,1.2,0.005531387
Solidago ulmifolia,Solidago ulmifolia,Solidago,0.1534,1.5,19.11264998,2.671168498,0.005531387
Solidago odora,Solidago odora,Solidago,0.25,0.700562453,19.11264998,2.671168498,0.005531387
Solidago missouriensis,Solidago missouriensis,Solidago,0.315235565,0.244847705,13.46157143,2.671168498,0.005531387
Solidago velutina,Solidago velutina,Solidago,0.315857143,0.3565,23.408,1.64,0.005531387
Solidago flexicaulis,Solidago flexicaulis,Solidago,0.460999704,0.9144,22.44316667,2,0.005531387
Solidago rigida,Solidago rigida,Solidago,0.645235714,0.790875,12.30001501,1.2,0.00596
Solidago virgaurea,Solidago virgaurea,Solidago,0.689324,0.180202532,25.01535521,3.994943076,0.005531387
Solidago,Solidago,Solidago,0.696321711,0.700562453,12.7,1.85,0.005531387
Solidago buckleyi,Solidago buckleyi,Solidago,0.696321711,0.700562453,19.11264998,2.671168498,0.005531387
Solidago tortifolia,Solidago tortifolia,Solidago,0.696321711,0.700562453,19.11264998,2.671168498,0.005531387
Solidago stricta,Solidago stricta,Solidago,0.696321711,0.700562453,19.11264998,2.671168498,0.005531387
Solidago brachyphylla,Solidago brachyphylla,Solidago,0.696321711,0.700562453,19.11264998,2.671168498,0.005531387
Solidago mollis,Solidago mollis,Solidago,0.925,0.700562453,19.11264998,2.671168498,0.005531387
Solidago canadensis,Solidago canadensis,Solidago,2.34613496,0.829089436,18.40932639,2.239054192,0.00515
Sorbus aucuparia,Sorbus aucuparia,Sorbus,51.31173472,12.97524886,21.74624125,1.762025049,0.5
Sorghastrum incompletum,Sorghastrum incompletum,Sorghastrum,1.245,1.75,13.54277739,1.3,0.003342857
Sorghastrum secundum,Sorghastrum secundum,Sorghastrum,1.465201206,0.735297197,13.54277739,1.3,0.003342857
Sorghastrum elliottii,Sorghastrum elliottii,Sorghastrum,1.465201206,0.735297197,13.54277739,1.3,0.003342857
Sorghastrum nutans,Sorghastrum nutans,Sorghastrum,1.772338641,1.392393684,13.44684506,1.3,0.003342857
Sowerbaea laxiflora,Sowerbaea laxiflora,Sowerbaea,1.975,0.5,NA,NA,NA
Spermacoce radiata,Spermacoce radiata,Spermacoce,0.49,0.496666667,NA,NA,NA
Spermacoce natalensis,Spermacoce natalensis,Spermacoce,0.51,1.982191414,NA,NA,NA
Spermacoce ruelliae,Spermacoce ruelliae,Spermacoce,6.27,1.982191414,NA,NA,NA
Spermacoce stachydea,Spermacoce stachydea,Spermacoce,8.76,1.982191414,NA,NA,NA
Spermolepis inermis,Spermolepis inermis,Spermolepis,0.5,0.606,NA,NA,NA
Sphaeralcea australis,Sphaeralcea australis,Sphaeralcea,1.439589243,0.163547791,46.27,5.4,NA
Sphaerolobium medium,Sphaerolobium medium,Sphaerolobium,1.029166667,0.5,NA,NA,NA
Sphenopholis obtusata,Sphenopholis obtusata,Sphenopholis,0.633623188,0.97536,28.92,NA,NA
Sporobolus,Sporobolus,Sporobolus,0.034,0.534400564,22.23333333,1.5,NA
Sporobolus festivus,Sporobolus festivus,Sporobolus,0.04,0.65,17.79830716,2.193636364,NA
Sporobolus cryptandrus,Sporobolus cryptandrus,Sporobolus,0.101519662,0.715991111,21.50857613,3.35,NA
Sporobolus microprotus,Sporobolus microprotus,Sporobolus,0.12,0.534400564,17.79830716,2.193636364,NA
Sporobolus clandestinus,Sporobolus clandestinus,Sporobolus,0.729374762,0.786,17.79830716,2.193636364,NA
Sporobolus curtissii,Sporobolus curtissii,Sporobolus,0.729374762,0.534400564,17.79830716,2.193636364,NA
Sporobolus pectinellus,Sporobolus pectinellus,Sporobolus,0.729374762,0.534400564,17.79830716,2.193636364,NA
Sporobolus floridanus,Sporobolus floridanus,Sporobolus,0.729374762,0.534400564,17.79830716,2.193636364,NA
Sporobolus junceus,Sporobolus junceus,Sporobolus,0.729374762,0.534400564,17.79830716,2.193636364,NA
Sporobolus compositus,Sporobolus compositus,Sporobolus,0.96760494,0.692560417,12.74,2.193636364,NA
Sporobolus heterolepis,Sporobolus heterolepis,Sporobolus,1.644694702,0.643798261,9.68,2.193636364,NA
Stackhousia monogyna,Stackhousia monogyna,Stackhousia,2.63,0.6,9.5,0.54,NA
Stenaria nigricans,Stenaria nigricans,Stenaria,0.086691111,0.223111111,15.275,NA,NA
Stillingia sylvatica,Stillingia sylvatica,Stillingia,11.40784615,0.6,27,NA,NA
Stipa speciosa,Stipa speciosa,Stipa,5.078983207,0.4003,8.96,0.834,NA
Stipa ichu,Stipa ichu,Stipa,5.164411345,0.404190637,20.78,1.4,NA
Stipa papposa,Stipa papposa,Stipa,5.164411345,0.404190637,19.09817733,1.315163475,NA
Stipa brachychaeta,Stipa brachychaeta,Stipa,5.164411345,0.404190637,19.09817733,1.315163475,NA
Stipulicida setacea,Stipulicida setacea,Stipulicida,NA,0.254,NA,NA,NA
Strophostyles umbellata,Strophostyles umbellata,Strophostyles,59.18,0.6096,46.31,NA,NA
Strophostyles leiosperma,Strophostyles leiosperma,Strophostyles,59.18,0.6096,46.31,NA,NA
Stylidium brunonianum,Stylidium brunonianum,Stylidium,0.01,0.216666667,18.29,NA,NA
Stylidium amoenum,Stylidium amoenum,Stylidium,0.04,0.216666667,18.29,NA,NA
Stylidium repens,Stylidium repens,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylidium ciliatum,Stylidium ciliatum,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylidium scandens,Stylidium scandens,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylidium luteum,Stylidium luteum,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylidium spathulatum,Stylidium spathulatum,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylidium acuminatum,Stylidium acuminatum,Stylidium,0.231062857,0.216666667,18.29,NA,NA
Stylisma humistrata,Stylisma humistrata,Stylisma,NA,2,NA,NA,NA
Stylochaeton hypogaeus,Stylochaeton hypogaeus,Stylochaeton,NA,0.3,NA,NA,NA
Stylochiton natalensis,Stylochiton natalensis,Stylochiton,NA,NA,NA,NA,NA
Stylosanthes biflora,Stylosanthes biflora,Stylosanthes,2.377341772,0.201424448,26.55,NA,NA
Styphelia tenuiflora,Styphelia tenuiflora,Styphelia,14.61333333,1.25625,8.2,0.1,NA
Symphoricarpos orbiculatus,Symphoricarpos orbiculatus,Symphoricarpos,4.995196513,0.6096,15.11656369,1.95,NA
Symphyotrichum lateriflorum,Symphyotrichum lateriflorum,Symphyotrichum,0.06,2,18.82630125,2.5756444,0.003042359
Symphyotrichum ericoides,Symphyotrichum ericoides,Symphyotrichum,0.102642857,0.412142857,16.10773333,2.5756444,0.002096406
Symphyotrichum dumosum,Symphyotrichum dumosum,Symphyotrichum,0.119153846,0.387333333,18.82630125,2.5756444,0.003042359
Symphyotrichum oolentangiense,Symphyotrichum oolentangiense,Symphyotrichum,0.17,0.550817933,17.89753613,2.5756444,0.0057
Symphyotrichum falcatum,Symphyotrichum falcatum,Symphyotrichum,0.199,0.550817933,22.282,0.75,0.003042359
Symphyotrichum pilosum,Symphyotrichum pilosum,Symphyotrichum,0.238853671,0.861666667,23.9,2.5756444,0.003133333
Symphyotrichum drummondii,Symphyotrichum drummondii,Symphyotrichum,0.238853671,0.550817933,19.27,2.5756444,0.003042359
Symphyotrichum anomalum,Symphyotrichum anomalum,Symphyotrichum,0.238853671,0.550817933,18.82630125,2.5756444,0.003042359
Symphyotrichum turbinellum,Symphyotrichum turbinellum,Symphyotrichum,0.238853671,0.550817933,18.82630125,2.5756444,0.003042359
Symphyotrichum concolor,Symphyotrichum concolor,Symphyotrichum,0.238853671,0.550817933,18.82630125,2.5756444,0.003042359
Symphyotrichum adnatum,Symphyotrichum adnatum,Symphyotrichum,0.238853671,0.550817933,18.82630125,2.5756444,0.003042359
Symphyotrichum shortii,Symphyotrichum shortii,Symphyotrichum,0.238853671,0.550817933,18.82630125,2.5756444,0.003042359
Symphyotrichum oblongifolium,Symphyotrichum oblongifolium,Symphyotrichum,0.285866667,0.523,24.88,2.5756444,0.003042359
Symphyotrichum laeve,Symphyotrichum laeve,Symphyotrichum,0.306,0.665,15.52333333,2.35,0.0025625
Symphyotrichum patens,Symphyotrichum patens,Symphyotrichum,0.5092,0.319333333,18.82630125,2.5756444,0.003042359
Symplocos tinctoria,Symplocos tinctoria,Symplocos,78.18333333,10.0584,14.77675176,1.132348003,0.042814286
Synaphea petiolaris,Synaphea petiolaris,Synaphea,NA,0.5,NA,NA,NA
Tacca leontopetaloides,Tacca leontopetaloides,Tacca,15.91666667,0.377,20.5,NA,NA
Tagetes minuta,Tagetes minuta,Tagetes,1.121428571,0.7,44.5,NA,NA
Talinum caffrum,Talinum caffrum,Talinum,1.95,0.068098765,NA,2.8,NA
Taraxacum campylodes,Taraxacum campylodes,Taraxacum,0.634484248,0.211913519,24.87250402,3.316603992,0.002546471
Taxandria parviceps,Taxandria parviceps,Taxandria,NA,5,NA,NA,NA
Tephrosia pedicellata,Tephrosia pedicellata,Tephrosia,3.43,0.890673684,42.26246617,NA,0.0055
Tephrosia bracteolata,Tephrosia bracteolata,Tephrosia,6.98,0.890673684,42.26246617,NA,0.0055
Tephrosia virginiana,Tephrosia virginiana,Tephrosia,13.46209375,0.890673684,42.26246617,NA,0.0055
Tephrosia,Tephrosia,Tephrosia,13.46209375,0.890673684,33.98,NA,0.0055
Tephrosia spicata,Tephrosia spicata,Tephrosia,13.46209375,0.16782,42.26246617,NA,0.0055
Tephrosia florida,Tephrosia florida,Tephrosia,13.46209375,0.24892,42.26246617,NA,0.0055
Tephrosia hispidula,Tephrosia hispidula,Tephrosia,13.46209375,0.890673684,42.26246617,NA,0.0055
Tephrosia elongata,Tephrosia elongata,Tephrosia,13.46209375,0.890673684,42.26246617,NA,0.0055
Tephrosia multijuga,Tephrosia multijuga,Tephrosia,13.46209375,0.890673684,42.26246617,NA,0.0055
Tephrosia semiglabra,Tephrosia semiglabra,Tephrosia,13.46209375,0.890673684,42.26246617,NA,0.0055
Tephrosia purpurea,Tephrosia purpurea,Tephrosia,14.51,2,24.23618078,NA,0.0055
Tetraria octandra,Tetraria octandra,Tetraria,2.11,1.76,NA,NA,NA
Tetrarrhena laevis,Tetrarrhena laevis,Tetrarrhena,NA,0.9,NA,NA,NA
Tetratheca setigera,Tetratheca setigera,Tetratheca,4.262447059,0.43715,12.321285,NA,NA
Tetratheca affinis,Tetratheca affinis,Tetratheca,4.262447059,0.43715,12.321285,NA,NA
Tetratheca hirsuta,Tetratheca hirsuta,Tetratheca,6.85,0.43715,12.321285,NA,NA
Teucrium kraussii,Teucrium kraussii,Teucrium,0.46,0.247726905,20.16455712,1.362,NA
Teucrium canadense,Teucrium canadense,Teucrium,1.613939543,0.748613333,20.02,1.362,NA
Thalictrum fendleri,Thalictrum fendleri,Thalictrum,1.5744,0.4855,32.1126216,1.960405724,0.003433333
Themeda triandra,Themeda triandra,Themeda,2.974843844,1.007833333,14.56788889,NA,NA
Thesium natalense,Thesium natalense,Thesium,4,0.24275,NA,NA,NA
Thlaspi montanum,Thlaspi montanum,Thlaspi,0.632384615,0.041622222,28.192,2.665,NA
Thomasia foliosa,Thomasia foliosa,Thomasia,1.54,0.8,NA,NA,NA
Thunbergia atriplicifolia,Thunbergia atriplicifolia,Thunbergia,59.36307692,10,NA,NA,NA
Thysanotus multiflorus,Thysanotus multiflorus,Thysanotus,4.1,0.4,NA,NA,NA
Tilia americana,Tilia americana,Tilia,87.67943667,20.24164658,25.88758446,3.116475755,0.139790323
Toxicodendron radicans,Toxicodendron radicans,Toxicodendron,16.5575,10.938,20.71760637,2.5543446,0.011589433
Toxicodendron pubescens,Toxicodendron pubescens,Toxicodendron,20.23,2.350863366,20.71760637,2.5543446,0.011589433
Tradescantia,Tradescantia,Tradescantia,2.835958592,0.443327692,19.41090909,1.9,NA
Tradescantia pinetorum,Tradescantia pinetorum,Tradescantia,2.835958592,0.443327692,19.41090909,1.9,NA
Tradescantia hirsutiflora,Tradescantia hirsutiflora,Tradescantia,2.835958592,0.443327692,19.41090909,1.9,NA
Tragia ramosa,Tragia ramosa,Tragia,11.52062295,0.222,33.18,NA,NA
Tragia betonicifolia,Tragia betonicifolia,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragia urticifolia,Tragia urticifolia,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragia urens,Tragia urens,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragia meyeriana,Tragia meyeriana,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragia smallii,Tragia smallii,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragia rupestris,Tragia rupestris,Tragia,13.91943243,0.539227848,33.18,NA,NA
Tragopogon dubius,Tragopogon dubius,Tragopogon,8.472921086,0.440450476,25.75266667,4.2725,0.006405556
Tragus berteronianus,Tragus berteronianus,Tragus,0.284,0.202333333,27.412628,0.66077,NA
Trianthema salsoloides,Trianthema salsoloides,Trianthema,0.88,0.05,NA,NA,NA
Tribulus terrestris,Tribulus terrestris,Tribulus,23.24815385,0.153172727,28.32075179,2.524038151,NA
Triceiia,Triceiia,Triceiia,NA,0.2,NA,NA,NA
Trichocline spathulata,Trichocline spathulata,Trichocline,2.59,0.2,NA,NA,NA
Trichostema setaceum,Trichostema setaceum,Trichostema,2.167913651,0.334,NA,NA,NA
Trichostema dichotomum,Trichostema dichotomum,Trichostema,2.167913651,0.334,NA,NA,NA
Tricoryne elatior,Tricoryne elatior,Tricoryne,5.03,0.25,NA,NA,NA
Tricoryne humilis,Tricoryne humilis,Tricoryne,5.03,0.25,NA,NA,NA
Tridens flavus,Tridens flavus,Tridens,0.763921183,0.593653333,13.07,NA,NA
Tridens carolinianus,Tridens carolinianus,Tridens,0.77972331,0.63318,13.07,NA,NA
Trifolium longipes,Trifolium longipes,Trifolium,1.460721417,0.057590476,36.398,0.676666667,0.002348875
Trifolium repens,Trifolium repens,Trifolium,316.8141981,0.194699268,43.11767229,2.025936227,0.00202
Trillium recurvatum,Trillium recurvatum,Trillium,14.2215,0.252173913,38.59333333,2.416666667,NA
Triodanis leptocarpa,Triodanis leptocarpa,Triodanis,0.024214286,0.26,19.265,NA,NA
Triodanis perfoliata,Triodanis perfoliata,Triodanis,0.03,0.26,19.265,NA,NA
Triplasis americana,Triplasis americana,Triplasis,NA,76.2,NA,NA,NA
Tripogon minimus,Tripogon minimus,Tripogon,0.066352941,0.28,NA,NA,NA
Tristachya leucothrix,Tristachya leucothrix,Tristachya,NA,0.424,9.787,NA,NA
Triumfetta rhomboidea,Triumfetta rhomboidea,Triumfetta,13.115,1.941666667,NA,NA,NA
Trymalium ledifolium,Trymalium ledifolium,Trymalium,1.45,0.2,13.6,1.2,NA
Turnera sidoides,Turnera sidoides,Turnera,1.097857143,0.1975,NA,NA,NA
Ulmus alata,Ulmus alata,Ulmus,4.028293774,9.021580488,22.78049486,1.978022739,0.061072641
Ulmus americana,Ulmus americana,Ulmus,5.292060019,4.590872059,20.559075,2.064660573,0.026626413
Ulmus rubra,Ulmus rubra,Ulmus,10.89102092,14.73769792,22.28571429,2.214124416,0.064517021
Urelytrum muricatum,Urelytrum muricatum,Urelytrum,8.06,1.666666667,NA,NA,NA
Urochloa mosambicensis,Urochloa mosambicensis,Urochloa,1.355,0.336222222,19.44790323,NA,NA
Urochloa panicoides,Urochloa panicoides,Urochloa,2.086666667,0.336222222,18.9980597,NA,NA
Uvularia grandiflora,Uvularia grandiflora,Uvularia,5.021,0.44,20.66666667,2.766666667,0.003
Uvularia sessilifolia,Uvularia sessilifolia,Uvularia,5.021,0.44,25.4,2,0.003
Vaccinium angustifolium,Vaccinium angustifolium,Vaccinium,0.229808117,16.08696,16.22977778,1.144,0.031568421
Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium,0.440402968,2.400361905,11.88333333,1.179162612,0.031568421
Vaccinium arboreum,Vaccinium arboreum,Vaccinium,1.24,3.160244444,12.1,1.179162612,0.031568421
Vaccinium myrsinites,Vaccinium myrsinites,Vaccinium,4.773232534,0.44,17.03272884,1.179162612,0.031568421
Vaccinium stamineum,Vaccinium stamineum,Vaccinium,4.773232534,1.384278519,17.03272884,1.179162612,0.031568421
Vaccinium elliottii,Vaccinium elliottii,Vaccinium,4.773232534,2.7432,17.03272884,1.179162612,0.031568421
Vaccinium vitis-idaea,Vaccinium vitis-idaea,Vaccinium,4.773232534,2.039100828,17.03272884,1.179162612,0.031568421
Vaccinium uliginosum,Vaccinium uliginosum,Vaccinium,9.270951634,0.43657193,19.60664939,1.118707989,0.031568421
Vaccinium myrtillus,Vaccinium myrtillus,Vaccinium,10.36309861,0.295422024,18.0565602,1.482657065,0.031568421
Velleia trinervis,Velleia trinervis,Velleia,1.15,0.304,NA,NA,NA
Verbascum thapsus,Verbascum thapsus,Verbascum,0.08124,0.856526369,19.15530174,2.535555556,0.01054
Verbena brasiliensis,Verbena brasiliensis,Verbena,0.2,0.544384347,23.47069739,2.448571429,0.00385
Verbena,Verbena,Verbena,0.537487013,0.544384347,23.47069739,2.448571429,0.00385
Verbena carnea,Verbena carnea,Verbena,0.537487013,0.544384347,23.47069739,2.448571429,0.00385
Verbena stricta,Verbena stricta,Verbena,1.007,0.765,17.896,2.7,0.003685714
Verbesina virginica,Verbesina virginica,Verbesina,2.18,0.820827002,24.61169796,1.35,NA
Verbesina helianthoides,Verbesina helianthoides,Verbesina,2.291917068,0.820827002,24.61169796,1.35,NA
Verbesina occidentalis,Verbesina occidentalis,Verbesina,2.291917068,0.820827002,24.61169796,1.35,NA
Vernonia baldwinii,Vernonia baldwinii,Vernonia,1.12,1.177462301,17.65,NA,0.042
Vernonia,Vernonia,Vernonia,1.328484744,1.177462301,20.00815085,NA,0.042
Vernonia ovalifolia,Vernonia ovalifolia,Vernonia,1.328484744,1.177462301,20.00815085,NA,0.042
Vernonia angustifolia,Vernonia angustifolia,Vernonia,1.328484744,1.177462301,20.00815085,NA,0.042
Vernonia fastigiata,Vernonia fastigiata,Vernonia,1.78,1,20.00815085,NA,0.042
Viburnum nudum,Viburnum nudum,Viburnum,36.83749069,6.096,12,1.133333333,0.044643158
Viburnum rufidulum,Viburnum rufidulum,Viburnum,36.83749069,3.791466667,18.70574818,1.36651449,0.044643158
Vicia americana,Vicia americana,Vicia,16.66711161,0.330034483,43.41105827,2.332,0.001670256
Vigna,Vigna,Vigna,96.13884572,0.528406957,52.8,1.275,NA
Vigna heterophylla,Vigna heterophylla,Vigna,96.13884572,0.528406957,34.88,1.275,NA
Viola sagittata,Viola sagittata,Viola,0.53,0.17,12.196,2.494908389,0.001195313
Viola sororia,Viola sororia,Viola,1.427902855,0.133813333,22.2,2.45,0.001216667
Viola,Viola,Viola,1.427902855,0.156,31.421,2.5,0.001195313
Viola pedatifida,Viola pedatifida,Viola,1.427902855,0.123133514,18.64637889,2.494908389,0.001195313
Viola pratincola,Viola pratincola,Viola,1.427902855,0.123133514,23.20468537,2.494908389,0.001195313
Viola villosa,Viola villosa,Viola,1.427902855,0.123133514,23.20468537,2.494908389,0.001195313
Viola affinis,Viola affinis,Viola,1.427902855,0.123133514,23.20468537,2.494908389,0.001195313
Viola palmata,Viola palmata,Viola,2.496,0.1,23.20468537,2.494908389,0.001195313
Vitis rotundifolia,Vitis rotundifolia,Vitis,32.34989648,9.144,25.2206609,2.405642191,0.002866667
Vitis cinerea,Vitis cinerea,Vitis,32.34989648,15.24,25.2206609,2.405642191,0.002866667
Vitis aestivalis,Vitis aestivalis,Vitis,34.62768187,11.858,25.2206609,2.405642191,0.002866667
Vitis,Vitis,Vitis,35.1,9.802786667,24.28823529,2.199646863,0.002866667
Vitis vulpina,Vitis vulpina,Vitis,42.58004194,9.629288889,25.5728,2.8,0.002866667
Vulpia octoflora,Vulpia octoflora,Vulpia,0.356272727,0.4,15.3475,1.843,NA
Wissadula amplissima,Wissadula amplissima,Wissadula,3.015,1,NA,NA,NA
Woodsia obtusa,Woodsia obtusa,Woodsia,NA,0.103043478,NA,3.47207,NA
Xanthorrhoea gracilis,Xanthorrhoea gracilis,Xanthorrhoea,12.07,1.383333333,6.01375,0.181759885,NA
Xanthorrhoea preissii,Xanthorrhoea preissii,Xanthorrhoea,15.59,1.383333333,7.526666667,0.2394,NA
Xanthosia huegelii,Xanthosia huegelii,Xanthosia,1.39,0.4,12.4,0.433333333,NA
Xanthosia atkinsoniana,Xanthosia atkinsoniana,Xanthosia,1.4166,0.4,13.8,0.43,NA
Xanthosia candida,Xanthosia candida,Xanthosia,1.4166,0.4,12.4,0.433333333,NA
Xylomelum occidentale,Xylomelum occidentale,Xylomelum,438.3,4.25,8.717489647,0.362661437,NA
Yucca,Yucca,Yucca,15.6,4.871738378,17,3.3,NA
Zornia capensis,Zornia capensis,Zornia,1.67,0.246419753,26.93893526,NA,NA
Zornia bracteata,Zornia bracteata,Zornia,1.67,0.246419753,26.93893526,NA,NA
Zornia glochidiata,Zornia glochidiata,Zornia,2.16,0.28,26.93893526,NA,NA
